SIMAN Run Controller.

0.0 Seconds>
                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 1 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Operator 6.NumberBusy                       .88527     (Insuf)    .00000     1.0000     1.0000    
Operator 6.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 6.Utilization                      .88527     (Insuf)    .00000     1.0000     1.0000    
Operator 5.NumberBusy                       .88527     (Insuf)    .00000     1.0000     1.0000    
Operator 5.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 5.Utilization                      .88527     (Insuf)    .00000     1.0000     1.0000    
Operator 4.NumberBusy                       .62297     (Insuf)    .00000     1.0000     .00000    
Operator 4.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 4.Utilization                      .62297     (Insuf)    .00000     1.0000     .00000    
Operator 3.NumberBusy                       .62470     (Insuf)    .00000     1.0000     1.0000    
Operator 3.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 3.Utilization                      .62470     (Insuf)    .00000     1.0000     1.0000    
Operator 2.NumberBusy                       .34172     (Insuf)    .00000     1.0000     1.0000    
Operator 2.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 2.Utilization                      .34172     (Insuf)    .00000     1.0000     1.0000    
Operator 1.NumberBusy                       .97612     (Insuf)    .00000     1.0000     1.0000    
Operator 1.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 1.Utilization                      .97612     (Insuf)    .00000     1.0000     1.0000    
Process 8.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Process 5.Queue.NumberInQueue               .00203     (Insuf)    .00000     1.0000     .00000    
Process 9.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Process 4.Queue.NumberInQueue               .00246     (Insuf)    .00000     1.0000     .00000    
Process 2.Queue.NumberInQueue               4.6776     (Insuf)    .00000     10.000     10.000    
Process 7.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Process 6.Queue.NumberInQueue               4.7440     (Insuf)    .00000     11.000     10.000    
Process 15.Queue.NumberInQueue              .01932     (Insuf)    .00000     1.0000     .00000    
Process 14.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 13.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 12.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 11.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 10.Queue.NumberInQueue              1.8641     (Insuf)    .00000     6.0000     5.0000    
Process 1.Queue.NumberInQueue               1.8200     (Insuf)    .00000     4.0000     3.0000    
Process 3.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Process 15 Accum Wait Cost                  .00000    
Process 14 Accum Wait Cost                  .00000    
Process 13 Accum Wait Cost                  .00000    
Process 12 Accum Wait Cost                  .00000    
Process 11 Accum Wait Cost                  .00000    
Process 10 Accum Wait Cost                  .00000    
Process 5 Number Out                        30.000    
Process 3 Accum Wait Time                   .00000    
Process 6 Total Accum Cost                  29.251    
Process 4 Number Out                        30.000    
Process 9 Accum VA Cost                     5.4263    
Process 2 Total Accum Cost                  16.137    
Process 8 Accum Wait Time                   .00000    
Process 2 Number Out                        32.000    
Process 4 Accum Wait Time                   1.4755    
Process 2 Number In                         43.000    
Process 10 Number Out                       11.000    
Process 3 Number In                         32.000    
Process 8 Accum Wait Cost                   .00000    
Process 1 Accum Wait Time                   1007.0    
Process 11 Number Out                       10.000    
Process 2 Total Accum Time                  2575.3    
Process 8 Accum VA Time                     155.26    
Process 7 Total Accum Time                  230.81    
Process 14 Number Out                       9.0000    
Process 2 Accum VA Cost                     16.137    
Process 6 Number In                         30.000    
Process 7 Accum VA Time                     230.81    
Process 9 Total Accum Cost                  5.4263    
Process 5 Total Accum Time                  375.00    
Process 6 Accum VA Time                     526.52    
Process 15 Number Out                       8.0000    
Process 7 Accum VA Cost                     6.4114    
Process 7 Accum Wait Cost                   .00000    
Process 15 Total Accum Time                 300.28    
Process 14 Total Accum Time                 265.51    
Process 13 Total Accum Time                 121.59    
Process 12 Total Accum Time                 114.44    
Process 11 Total Accum Time                 273.00    
Process 10 Total Accum Time                 1094.4    
Process 1 Number In                         47.000    
Process 9 Accum Wait Time                   .00000    
Process 2 Accum Wait Time                   1994.3    
Process 4 Accum Wait Cost                   .00000    
Process 12 Number Out                       10.000    
Process 7 Accum Wait Time                   .00000    
Process 5 Accum VA Time                     373.78    
Process 8 Total Accum Time                  155.26    
Process 8 Number In                         18.000    
Process 9 Number In                         18.000    
Process 5 Accum Wait Time                   1.2202    
Process 9 Accum Wait Cost                   .00000    
Process 15 Accum VA Cost                    5.6135    
Process 14 Accum VA Cost                    14.750    
Process 13 Accum VA Cost                    3.3776    
Process 12 Accum VA Cost                    2.2252    
Process 11 Accum VA Cost                    15.166    
Process 10 Accum VA Cost                    37.433    
Process 9 Total Accum Time                  279.07    
Process 6 Accum Wait Time                   1781.4    
Process 7 Number Out                        18.000    
Process 6 Number Out                        19.000    
Process 5 Accum VA Cost                     10.382    
Process 3 Total Accum Cost                  5.5922    
Process 1 Total Accum Time                  1601.0    
Process 15 Accum VA Time                    288.69    
Process 14 Accum VA Time                    265.51    
Process 13 Accum VA Time                    121.59    
Process 12 Accum VA Time                    114.44    
Process 11 Accum VA Time                    273.00    
